ticket_id,customer_id,created_date,category,priority,resolved,orphan_flag
TKT001000,CUST00642,2025-01-05,Account,High,Yes,False
TKT000334,CUST00224,2025-01-06,Billing,High,No,False
TKT001475,CUST00994,2024-02-09,Technical,Medium,Yes,False
TKT000068,CUST00049,2024-08-06,Technical,Medium,Yes,False
TKT003563,CUST02305,2025-01-02,Feature Request,Low,Yes,False
TKT002283,CUST01490,2023-12-09,Technical,Low,No,False
TKT001834,CUST01205,2025-01-14,Account,Medium,No,False
TKT002657,CUST01732,2024-08-01,Other,Low,Yes,False
TKT001879,CUST01234,2024-12-17,Billing,Medium,Yes,False
TKT002818,CUST01840,2025-02-15,Other,Medium,Yes,False
TKT000054,CUST00042,2024-06-10,Account,High,Yes,False
TKT000952,CUST00619,2025-04-23,Billing,High,Yes,False
TKT001260,CUST00837,2025-03-22,Technical,Low,Yes,False
TKT003084,CUST02015,2024-09-16,Account,Medium,No,False
TKT001847,CUST01211,2024-08-20,Feature Request,Low,Yes,False
TKT002660,CUST01737,2025-04-30,Feature Request,Critical,Yes,False
TKT003732,CUST02424,2023-08-08,Feature Request,High,Yes,False
TKT000800,CUST00524,2024-05-08,Feature Request,Medium,Yes,False
TKT002719,CUST01783,2025-01-20,Technical,High,Yes,False
TKT000225,CUST00158,2023-12-09,Technical,Medium,Yes,False
TKT001200,CUST00789,2025-03-27,Account,High,Yes,False
TKT004192,CUST02728,2024-10-16,Account,Low,Yes,False
TKT004437,CUST02897,2025-03-14,Feature Request,Medium,Yes,False
TKT004027,CUST02606,2023-05-29,Feature Request,Low,Yes,False
TKT002027,CUST01340,2024-10-19,Account,Low,Yes,False
TKT001426,CUST00950,2024-05-11,Account,High,No,False
TKT000913,CUST00593,2024-12-29,Account,High,Yes,False
TKT004186,CUST02724,2024-02-14,Other,Low,No,False
TKT000773,CUST00508,2024-04-10,Billing,Low,Yes,False
TKT003703,CUST02405,2024-04-16,Technical,Medium,Yes,False
TKT001375,CUST00917,2025-04-01,Other,Low,Yes,False
TKT001887,CUST01243,2024-12-11,Feature Request,Medium,No,False
TKT001896,CUST01248,2023-11-04,Feature Request,Low,Yes,False
TKT001504,CUST01008,2025-02-01,Other,Low,Yes,False
TKT000935,CUST00607,2025-04-08,Feature Request,Medium,Yes,False
TKT002846,CUST01857,2024-12-09,Other,Medium,Yes,False
TKT000737,CUST00486,2025-02-08,Billing,Medium,Yes,False
TKT000259,CUST00175,2024-01-06,Billing,High,Yes,False
TKT001163,CUST00768,2024-04-29,Feature Request,Low,Yes,False
TKT002716,CUST01779,2025-01-26,Account,Low,Yes,False
TKT003167,CUST02073,2024-05-21,Billing,Low,No,False
TKT001074,CUST00699,2024-09-02,Technical,Medium,Yes,False
TKT003355,CUST02194,2024-07-13,Billing,Medium,No,False
TKT002499,CUST01640,2025-05-10,Technical,Low,Yes,False
TKT003119,CUST02046,2024-10-03,Billing,Medium,Yes,False
TKT001323,CUST00883,2025-02-27,Account,Medium,No,False
TKT001063,CUST00694,2025-02-12,Other,Medium,Yes,False
TKT003775,CUST02451,2025-03-29,Billing,Medium,No,False
TKT001045,CUST00682,2025-04-30,Account,Low,Yes,False
TKT002424,CUST01588,2025-02-20,Technical,Low,Yes,False
TKT000330,CUST00221,2024-07-28,Account,High,Yes,False
TKT001978,CUST01315,2024-12-01,Technical,High,Yes,False
TKT000838,CUST00551,2023-11-15,Account,High,Yes,False
TKT001892,CUST01246,2024-07-17,Technical,Critical,Yes,False
TKT002612,CUST01704,2024-04-10,Account,Medium,Yes,False
TKT000706,CUST00464,2024-12-09,Feature Request,Medium,Yes,False
TKT001009,CUST00647,2025-02-03,Billing,Low,Yes,False
TKT002994,CUST01954,2025-04-07,Other,Low,No,False
TKT003655,CUST02370,2024-08-23,Technical,Low,Yes,False
TKT000307,CUST00204,2025-05-02,Account,Low,Yes,False
TKT001980,CUST01315,2025-02-19,Technical,Medium,Yes,False
TKT001333,CUST00886,2025-04-11,Billing,Low,Yes,False
TKT002257,CUST01478,2025-05-09,Technical,Low,Yes,False
TKT001414,CUST00944,2024-12-09,Other,Medium,Yes,False
TKT000459,CUST00306,2025-03-12,Billing,Medium,Yes,False
TKT002354,CUST01541,2024-02-03,Billing,Critical,Yes,False
TKT001930,CUST01274,2024-12-20,Billing,Low,Yes,False
TKT000163,CUST00109,2024-10-01,Other,Medium,Yes,False
TKT004214,CUST02746,2024-09-10,Other,Low,Yes,False
TKT001351,CUST00900,2024-06-12,Feature Request,High,Yes,False
TKT000327,CUST00219,2024-03-01,Account,Critical,Yes,False
TKT002646,CUST01724,2025-01-03,Account,Medium,Yes,False
TKT003269,CUST02137,2025-04-13,Feature Request,High,Yes,False
TKT001690,CUST01117,2023-02-22,Technical,High,No,False
TKT002320,CUST01515,2024-11-29,Technical,Medium,Yes,False
TKT001832,CUST01203,2025-03-15,Technical,Medium,Yes,False
TKT003133,CUST02055,2024-12-02,Technical,Critical,Yes,False
TKT000170,CUST00115,2025-05-06,Billing,Low,Yes,False
TKT003881,CUST02498,2024-06-19,Technical,Medium,Yes,False
TKT000396,CUST00267,2025-05-06,Billing,Low,No,False
TKT001806,CUST01192,2025-01-21,Technical,High,No,False
TKT004608,CUST92492,2024-10-05,Technical,Medium,Yes,True
TKT003927,CUST02524,2025-02-25,Billing,High,Yes,False
TKT000503,CUST00341,2024-09-11,Billing,Medium,Yes,False
TKT001888,CUST01243,2024-06-18,Other,Medium,No,False
TKT003917,CUST02514,2025-01-26,Account,Low,Yes,False
TKT004138,CUST02696,2024-02-12,Other,Medium,Yes,False
TKT004494,CUST02943,2023-06-11,Other,Critical,Yes,False
TKT000215,CUST00151,2024-01-24,Billing,Low,Yes,False
TKT004295,CUST02810,2025-02-26,Billing,Critical,Yes,False
TKT000176,CUST00121,2023-11-09,Feature Request,High,Yes,False
TKT003179,CUST02080,2025-04-09,Account,Low,No,False
TKT001918,CUST01268,2025-05-27,Account,High,Yes,False
TKT001994,CUST01322,2024-04-22,Billing,Low,Yes,False
TKT001468,CUST00988,2024-06-27,Other,Medium,Yes,False
TKT003042,CUST01987,2025-02-26,Billing,Low,No,False
TKT000574,CUST00381,2024-12-07,Technical,Low,No,False
TKT004447,CUST02900,2024-08-08,Feature Request,Critical,No,False
TKT001358,CUST00907,2025-03-04,Technical,Low,Yes,False
TKT004325,CUST02829,2025-04-21,Billing,Medium,No,False
TKT001640,CUST01088,2024-09-30,Feature Request,Medium,Yes,False
TKT004157,CUST02705,2025-03-02,Technical,Low,Yes,False
TKT003984,CUST02578,2024-11-15,Account,Medium,Yes,False
TKT003778,CUST02452,2023-11-02,Billing,Low,Yes,False
TKT001898,CUST01254,2025-05-29,Feature Request,Low,No,False
TKT003830,CUST02472,2024-10-06,Account,High,No,False
TKT001306,CUST00871,2025-05-05,Feature Request,Low,Yes,False
TKT001681,CUST01113,2024-12-10,Other,Medium,No,False
TKT003248,CUST02126,2025-02-19,Billing,Medium,Yes,False
TKT001667,CUST01109,2024-08-02,Account,Medium,Yes,False
TKT001673,CUST01110,2024-07-25,Technical,High,No,False
TKT003198,CUST02092,2025-03-06,Account,Medium,Yes,False
TKT004578,CUST02989,2025-04-08,Billing,Low,Yes,False
TKT003211,CUST02102,2025-02-26,Other,High,Yes,False
TKT004152,CUST02704,2024-09-27,Other,Medium,Yes,False
TKT003251,CUST02127,2025-02-23,Feature Request,Low,Yes,False
TKT003340,CUST02186,2025-04-05,Feature Request,Critical,Yes,False
TKT000531,CUST00360,2025-04-17,Technical,Low,Yes,False
TKT004265,CUST02795,2025-04-11,Feature Request,Medium,Yes,False
TKT004205,CUST02742,2024-06-26,Feature Request,Medium,Yes,False
TKT003037,CUST01983,2024-06-22,Billing,Low,No,False
TKT001507,CUST01008,2025-01-26,Account,Low,Yes,False
TKT004208,CUST02743,2025-05-16,Other,Medium,Yes,False
TKT002591,CUST01696,2024-12-06,Billing,Medium,No,False
TKT002647,CUST01724,2025-05-29,Billing,Low,Yes,False
TKT001809,CUST01194,2023-11-14,Technical,High,Yes,False
TKT000685,CUST00441,2024-06-04,Feature Request,Low,Yes,False
TKT000243,CUST00164,2025-04-04,Other,High,Yes,False
TKT001587,CUST01052,2024-07-06,Technical,Low,Yes,False
TKT002369,CUST01549,2024-04-06,Technical,High,Yes,False
TKT002421,CUST01586,2023-11-17,Technical,Low,No,False
TKT004312,CUST02824,2024-12-28,Feature Request,Medium,No,False
TKT003704,CUST02405,2024-03-09,Other,Low,Yes,False
TKT004586,CUST02992,2024-11-24,Billing,Medium,No,False
TKT002760,CUST01808,2025-05-30,Feature Request,Low,Yes,False
TKT000007,CUST00010,2023-12-29,Other,Medium,Yes,False
TKT003519,CUST02279,2025-03-18,Account,Critical,No,False
TKT000489,CUST00331,2025-03-10,Technical,Medium,Yes,False
TKT001094,CUST00712,2024-10-06,Account,Low,Yes,False
TKT004595,CUST02998,2023-02-26,Feature Request,Low,No,False
TKT002571,CUST01687,2025-02-08,Technical,Low,Yes,False
TKT003136,CUST02056,2025-03-19,Billing,High,Yes,False
TKT003204,CUST02094,2024-01-25,Account,High,Yes,False
TKT003701,CUST02404,2025-03-12,Other,Medium,Yes,False
TKT003813,CUST02464,2025-02-06,Feature Request,High,Yes,False
TKT001152,CUST00755,2024-05-05,Other,Critical,Yes,False
TKT002590,CUST01696,2024-05-02,Account,Medium,Yes,False
TKT001882,CUST01238,2025-02-21,Feature Request,Low,No,False
TKT004331,CUST02832,2023-10-17,Technical,Low,Yes,False
TKT002137,CUST01412,2024-07-22,Billing,Low,Yes,False
TKT002617,CUST01705,2025-05-25,Technical,Low,No,False
TKT003556,CUST02303,2024-03-30,Billing,Low,Yes,False
TKT001614,CUST01073,2025-03-13,Feature Request,Low,Yes,False
TKT002981,CUST01945,2024-12-13,Billing,Low,Yes,False
TKT000432,CUST00292,2023-05-04,Account,Low,Yes,False
TKT000363,CUST00234,2025-04-24,Account,Low,Yes,False
TKT001941,CUST01284,2025-04-14,Billing,Medium,Yes,False
TKT000762,CUST00502,2025-02-16,Other,Low,Yes,False
TKT000337,CUST00224,2025-01-27,Feature Request,Low,No,False
TKT003570,CUST02309,2025-05-06,Feature Request,Critical,Yes,False
TKT000348,CUST00229,2025-02-11,Other,Low,No,False
TKT001889,CUST01243,2025-03-28,Feature Request,Low,Yes,False
TKT000872,CUST00568,2024-12-21,Feature Request,Medium,Yes,False
TKT002584,CUST01691,2024-07-28,Other,Medium,No,False
TKT004430,CUST02896,2024-12-12,Technical,Medium,Yes,False
TKT002723,CUST01787,2024-10-26,Technical,Medium,Yes,False
TKT000347,CUST00228,2024-06-03,Other,Medium,Yes,False
TKT001172,CUST00778,2024-05-21,Feature Request,High,Yes,False
TKT001442,CUST00960,2024-07-26,Account,Medium,Yes,False
TKT002190,CUST01436,2025-05-01,Other,Medium,Yes,False
TKT003601,CUST02335,2024-06-29,Account,High,Yes,False
TKT004369,CUST02858,2025-03-23,Billing,High,Yes,False
TKT002042,CUST01349,2025-05-10,Account,Low,No,False
TKT001051,CUST00685,2025-01-23,Technical,Medium,Yes,False
TKT003634,CUST02358,2025-01-25,Other,Low,Yes,False
TKT003406,CUST02224,2024-12-12,Feature Request,High,Yes,False
TKT004432,CUST02897,2025-05-01,Technical,Low,Yes,False
TKT002566,CUST01681,2025-04-17,Billing,Medium,Yes,False
TKT002885,CUST01875,2024-11-24,Billing,Medium,No,False
TKT002220,CUST01452,2025-04-22,Technical,Medium,No,False
TKT004148,CUST02701,2025-05-28,Other,Low,Yes,False
TKT000072,CUST00050,2024-03-12,Other,Low,Yes,False
TKT004417,CUST02886,2025-02-25,Technical,Critical,No,False
TKT002488,CUST01638,2025-03-04,Account,Low,Yes,False
TKT000435,CUST00293,2024-08-19,Feature Request,Medium,Yes,False
TKT001131,CUST00741,2025-02-11,Other,High,Yes,False
TKT002041,CUST01349,2025-04-03,Technical,Low,Yes,False
TKT003809,CUST02462,2025-03-14,Billing,Low,Yes,False
TKT004274,CUST02798,2024-04-18,Billing,Low,No,False
TKT001050,CUST00685,2024-08-20,Billing,Critical,Yes,False
TKT003354,CUST02194,2024-11-21,Billing,Critical,No,False
TKT000783,CUST00512,2025-04-29,Technical,Medium,Yes,False
TKT000199,CUST00144,2025-02-17,Other,Low,Yes,False
TKT001165,CUST00770,2024-10-09,Account,Low,Yes,False
TKT002777,CUST01820,2025-04-24,Feature Request,Low,Yes,False
TKT001755,CUST01158,2024-06-05,Billing,Medium,Yes,False
TKT003327,CUST02178,2025-03-22,Other,Medium,Yes,False
TKT000751,CUST00498,2025-02-05,Technical,Low,Yes,False
TKT001415,CUST00944,2025-01-08,Technical,High,Yes,False
TKT004009,CUST02594,2025-01-19,Other,Medium,Yes,False
TKT001626,CUST01082,2024-05-19,Feature Request,Medium,Yes,False
TKT000499,CUST00341,2025-03-13,Technical,Low,Yes,False
TKT000670,CUST00429,2024-08-27,Account,Low,Yes,False
TKT000037,CUST00035,2025-02-08,Billing,Low,Yes,False
TKT000594,CUST00388,2024-09-05,Account,Critical,No,False
TKT001765,CUST01164,2025-01-13,Feature Request,High,No,False
TKT003187,CUST02087,2024-06-11,Feature Request,Medium,Yes,False
TKT002539,CUST01669,2024-10-18,Billing,High,Yes,False
TKT000326,CUST00219,2025-01-27,Technical,Medium,Yes,False
TKT000341,CUST00226,2024-06-04,Feature Request,Low,No,False
TKT003173,CUST02079,2025-05-30,Billing,Low,Yes,False
TKT003765,CUST02443,2025-03-05,Other,Medium,Yes,False
TKT001967,CUST01308,2025-04-04,Account,Low,Yes,False
TKT002131,CUST01410,2025-04-18,Billing,Low,Yes,False
TKT004196,CUST02735,2024-10-29,Billing,Low,Yes,False
TKT001991,CUST01319,2025-05-06,Technical,Low,No,False
TKT002890,CUST01878,2024-08-18,Other,Medium,Yes,False
TKT000909,CUST00590,2025-03-27,Feature Request,Medium,Yes,False
TKT001684,CUST01115,2024-07-09,Feature Request,Medium,Yes,False
TKT002392,CUST01565,2024-01-04,Account,Low,Yes,False
TKT003742,CUST02428,2025-02-07,Technical,Medium,No,False
TKT002996,CUST01957,2025-04-16,Other,High,No,False
TKT003883,CUST02498,2024-10-06,Account,Low,Yes,False
TKT003791,CUST02456,2024-02-19,Account,Low,Yes,False
TKT001856,CUST01218,2024-09-20,Technical,High,Yes,False
TKT001297,CUST00865,2023-03-16,Other,High,Yes,False
TKT001435,CUST00955,2024-01-09,Account,High,Yes,False
TKT001261,CUST00837,2025-03-06,Technical,Low,Yes,False
TKT001776,CUST01171,2024-11-02,Technical,Low,Yes,False
TKT000117,CUST00086,2024-11-24,Feature Request,Medium,Yes,False
TKT000514,CUST00352,2024-12-14,Other,Medium,Yes,False
TKT002145,CUST01419,2023-10-16,Feature Request,Medium,Yes,False
TKT003559,CUST02303,2025-03-07,Billing,Low,Yes,False
TKT004531,CUST02964,2024-12-20,Technical,Medium,Yes,False
TKT001287,CUST00863,2023-11-08,Technical,Low,Yes,False
TKT002864,CUST01863,2024-12-29,Technical,Low,Yes,False
TKT000377,CUST00248,2024-09-16,Billing,High,Yes,False
TKT000911,CUST00593,2025-04-28,Account,Medium,Yes,False
TKT003491,CUST02265,2024-06-29,Account,Low,No,False
TKT001059,CUST00694,2023-10-09,Technical,Medium,Yes,False
TKT003894,CUST02506,2024-10-19,Account,Low,Yes,False
TKT001334,CUST00887,2024-03-14,Technical,High,Yes,False
TKT002069,CUST01366,2023-08-16,Billing,Low,Yes,False
TKT003749,CUST02431,2024-04-21,Technical,Medium,Yes,False
TKT000595,CUST00388,2025-05-22,Technical,Medium,No,False
TKT000831,CUST00548,2023-07-07,Other,Low,Yes,False
TKT003663,CUST02373,2023-12-24,Feature Request,Medium,Yes,False
TKT003916,CUST02514,2025-03-03,Technical,Low,Yes,False
TKT001579,CUST01047,2025-01-27,Technical,High,Yes,False
TKT004386,CUST02866,2023-08-11,Feature Request,High,Yes,False
TKT001612,CUST01073,2024-08-20,Feature Request,Medium,Yes,False
TKT004367,CUST02857,2025-05-18,Feature Request,High,Yes,False
TKT000879,CUST00571,2024-10-07,Other,High,Yes,False
TKT004282,CUST02800,2025-03-31,Account,High,Yes,False
TKT003094,CUST02023,2024-10-15,Billing,Medium,Yes,False
TKT003046,CUST01989,2025-05-03,Technical,Medium,Yes,False
TKT001272,CUST00851,2025-05-29,Account,Medium,Yes,False
TKT002154,CUST01425,2025-04-05,Account,Low,Yes,False
TKT004537,CUST02967,2024-03-22,Billing,Medium,No,False
TKT002705,CUST01773,2025-04-03,Other,High,Yes,False
TKT001208,CUST00798,2024-09-14,Billing,Low,Yes,False
TKT003991,CUST02582,2024-09-24,Account,Low,Yes,False
TKT000085,CUST00058,2023-03-22,Technical,Low,Yes,False
TKT000920,CUST00596,2024-12-16,Feature Request,Low,Yes,False
TKT003398,CUST02218,2024-07-25,Billing,Low,Yes,False
TKT000286,CUST00195,2024-03-29,Other,Low,Yes,False
TKT003446,CUST02240,2023-12-17,Account,Low,No,False
TKT002020,CUST01338,2025-03-31,Feature Request,Low,No,False
TKT002004,CUST01327,2024-04-15,Billing,Medium,Yes,False
TKT000727,CUST00483,2025-03-16,Feature Request,High,No,False
TKT000505,CUST00344,2025-05-22,Billing,Low,Yes,False
TKT003837,CUST02475,2025-04-18,Billing,High,No,False
TKT000202,CUST00146,2024-09-29,Technical,High,No,False
TKT004115,CUST02671,2023-08-06,Feature Request,High,Yes,False
TKT002135,CUST01412,2024-07-02,Technical,Low,Yes,False
TKT000955,CUST00619,2024-02-21,Account,Low,Yes,False
TKT002638,CUST01718,2025-03-08,Billing,Low,Yes,False
TKT000718,CUST00474,2023-04-19,Other,Medium,Yes,False
TKT003148,CUST02062,2024-06-07,Billing,Low,Yes,False
TKT004567,CUST02983,2024-10-12,Feature Request,Medium,Yes,False
TKT001743,CUST01154,2024-12-11,Other,Medium,No,False
TKT003905,CUST02510,2025-04-25,Other,Medium,Yes,False
TKT001153,CUST00758,2025-01-14,Account,Low,Yes,False
TKT004035,CUST02608,2024-11-28,Other,High,Yes,False
TKT001472,CUST00991,2024-09-21,Billing,Low,No,False
TKT003080,CUST02010,2023-08-12,Account,Medium,No,False
TKT001171,CUST00775,2025-02-06,Other,Low,Yes,False
TKT004121,CUST02677,2024-01-04,Feature Request,Medium,Yes,False
TKT001665,CUST01108,2024-02-24,Account,Medium,Yes,False
TKT004252,CUST02785,2025-02-28,Billing,Medium,Yes,False
TKT000194,CUST00136,2024-01-19,Other,High,Yes,False
TKT000278,CUST00187,2023-06-22,Technical,Critical,Yes,False
TKT000745,CUST00495,2024-01-23,Account,Low,Yes,False
TKT002783,CUST01822,2025-05-06,Account,High,Yes,False
TKT003442,CUST02239,2025-05-19,Billing,Low,Yes,False
TKT000273,CUST00185,2023-05-21,Feature Request,Medium,No,False
TKT001757,CUST01159,2024-09-30,Technical,Medium,Yes,False
TKT004476,CUST02925,2023-08-31,Billing,Critical,Yes,False
TKT002648,CUST01725,2024-11-01,Other,High,No,False
TKT000561,CUST00375,2025-02-21,Billing,High,Yes,False
TKT004180,CUST02722,2025-04-20,Billing,Low,No,False
TKT001265,CUST00844,2024-02-09,Account,Low,Yes,False
TKT004507,CUST02950,2025-02-08,Billing,Low,Yes,False
TKT002785,CUST01822,2025-01-14,Other,Low,Yes,False
TKT003937,CUST02532,2023-09-10,Technical,Medium,Yes,False
TKT000683,CUST00441,2025-04-12,Feature Request,Medium,Yes,False
TKT004449,CUST02901,2024-07-26,Other,Medium,Yes,False
TKT002670,CUST01742,2024-02-09,Billing,Medium,Yes,False
TKT003337,CUST02185,2025-01-09,Billing,Medium,Yes,False
TKT002319,CUST01515,2024-12-15,Feature Request,Low,Yes,False
TKT003383,CUST02210,2025-01-10,Technical,Medium,Yes,False
TKT004276,CUST02798,2025-03-11,Billing,Low,Yes,False
TKT004288,CUST02805,2025-02-05,Account,Low,Yes,False
TKT003402,CUST02221,2024-12-03,Technical,Low,Yes,False
TKT002454,CUST01610,2024-09-30,Feature Request,Low,No,False
TKT002279,CUST01489,2024-03-02,Billing,Critical,Yes,False
TKT002451,CUST01608,2024-08-01,Feature Request,Medium,Yes,False
TKT001124,CUST00737,2025-04-04,Account,Low,Yes,False
TKT000495,CUST00338,2024-12-11,Billing,Medium,Yes,False
TKT002727,CUST01790,2024-05-12,Other,Low,No,False
TKT003097,CUST02027,2024-02-09,Technical,Critical,Yes,False
TKT000945,CUST00613,2025-01-27,Other,Medium,Yes,False
TKT000030,CUST00032,2024-08-07,Other,Low,Yes,False
TKT003876,CUST02496,2024-09-08,Technical,Low,Yes,False
TKT002878,CUST01870,2024-08-11,Billing,Medium,No,False
TKT001815,CUST01198,2024-09-23,Technical,Medium,Yes,False
TKT004574,CUST02987,2024-05-01,Technical,Medium,No,False
TKT002014,CUST01336,2025-05-26,Other,Low,No,False
TKT000943,CUST00613,2023-12-17,Billing,High,No,False
TKT004071,CUST02632,2024-12-29,Account,High,Yes,False
TKT000057,CUST00043,2024-05-22,Billing,Medium,Yes,False
TKT001169,CUST00775,2024-07-04,Technical,Critical,Yes,False
TKT001884,CUST01241,2025-03-01,Account,High,Yes,False
TKT001060,CUST00694,2023-10-07,Billing,Low,No,False
TKT001342,CUST00893,2025-04-12,Billing,Medium,Yes,False
TKT000675,CUST00431,2024-08-02,Other,Medium,Yes,False
TKT003033,CUST01982,2023-06-21,Technical,Low,Yes,False
TKT001915,CUST01268,2025-01-15,Other,High,No,False
TKT003237,CUST02119,2025-05-14,Technical,Medium,Yes,False
TKT000666,CUST00425,2024-04-01,Technical,Medium,Yes,False
TKT002515,CUST01649,2024-07-04,Other,Low,Yes,False
TKT003169,CUST02074,2024-03-11,Feature Request,High,Yes,False
TKT001086,CUST00708,2024-12-04,Feature Request,Low,Yes,False
TKT002905,CUST01894,2025-02-24,Billing,Medium,No,False
TKT002619,CUST01706,2023-11-06,Other,Medium,No,False
TKT003230,CUST02115,2025-01-28,Billing,High,Yes,False
TKT002675,CUST01746,2023-09-05,Account,Low,No,False
TKT003232,CUST02116,2025-02-27,Billing,High,Yes,False
TKT002807,CUST01834,2024-11-15,Billing,High,No,False
TKT004158,CUST02706,2024-02-25,Account,High,Yes,False
TKT000653,CUST00423,2024-11-10,Account,Medium,Yes,False
TKT002626,CUST01710,2024-06-19,Billing,Medium,Yes,False
TKT003507,CUST02273,2024-02-27,Account,Medium,No,False
TKT003086,CUST02020,2023-10-31,Other,Low,Yes,False
